,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
149,28-63,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc,State-gov",72887-80914,"9th,Assoc-voc,Bachelors,HS-grad,Masters,Prof-school",5-15,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Machine-op-inspct,Prof-specialty","Husband,Not-in-family,Own-child,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-2174,0,30-55,"Germany,United-States","<=50k,>50k"
150,17-53,"Private,Self-emp-not-inc,State-gov",86872-92262,"11th,Bachelors,HS-grad",7-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,White","Female,Male",0-15024,0,10-60,"England,United-States","<=50k,>50k"
151,21-60,"Private,Self-emp-not-inc",199698-202683,"11th,Bachelors,Masters,Some-college",7-14,"Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried",White,"Female,Male",0,0,15-50,United-States,"<=50k,>50k"
152,19-41,"Local-gov,Private",206399-209109,"12th,Assoc-acdm,HS-grad,Masters,Some-college",8-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0-1977,35-60,"Mexico,United-States","<=50k,>50k"
153,19-67,"Federal-gov,Private,Self-emp-not-inc",228528-235485,"10th,11th,Assoc-acdm,HS-grad,Prof-school,Some-college",6-15,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Black,White","Female,Male",0-20051,0,35-48,United-States,"<=50k,>50k"
154,19-56,"Private,State-gov",101128-102864,"Assoc-acdm,Assoc-voc,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Married-spouse-absent,Never-married,Separated,Widowed","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0,25-50,"Iran,United-States","<=50k,>50k"
155,18-64,"Federal-gov,Local-gov,Private",21174-29662,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Handlers-cleaners,Other-service,Sales","Husband,Own-child,Wife",White,"Female,Male",0,0,16-50,United-States,"<=50k,>50k"
156,23-90,"Federal-gov,Local-gov,Private",51744-56795,"9th,Assoc-voc,HS-grad,Masters,Prof-school",5-15,"Married-civ-spouse,Never-married,Widowed","Exec-managerial,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0-14084,0-2206,20-60,"Honduras,Puerto-Rico,United-States","<=50k,>50k"
157,27-79,"Federal-gov,Local-gov,Private,Self-emp-inc",124191-126708,"7th-8th,HS-grad,Masters,Some-college",4-14,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct,Other-service,Prof-specialty","Husband,Not-in-family,Other-relative,Wife",White,"Female,Male",0,0-1980,20-60,"Iran,United-States","<=50k,>50k"
158,17-65,"Private,Self-emp-not-inc,State-gov",175024-176796,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-2176,0,18-45,United-States,<=50k
159,26-53,"Federal-gov,Private",92440-96129,"12th,9th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",5-12,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Handlers-cleaners,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried",White,"Female,Male",0,0-1977,40-50,United-States,"<=50k,>50k"
160,18-71,"Private,Self-emp-not-inc",428030-494223,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Exec-managerial,Handlers-cleaners,Sales","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0-1977,2-65,United-States,"<=50k,>50k"
161,20-48,"Private,Self-emp-not-inc,State-gov",146538-153790,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Asian-Pac-Islander,White","Female,Male",0,0,25-50,United-States,"<=50k,>50k"
162,19-57,"Federal-gov,Private",248402-253814,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Exec-managerial,Other-service,Prof-specialty,Protective-serv,Sales,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0,8-55,United-States,"<=50k,>50k"
163,19-75,"Private,Self-emp-inc,Self-emp-not-inc,State-gov",311512-317660,"Assoc-acdm,Assoc-voc,HS-grad,Some-college",9-12,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-7688,0,15-40,"Columbia,Mexico,United-States","<=50k,>50k"
164,18-71,"Private,Self-emp-not-inc",428030-494223,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Exec-managerial,Handlers-cleaners,Sales","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0-1977,2-65,United-States,"<=50k,>50k"
165,18-64,"Local-gov,Private,Self-emp-not-inc",181054-183930,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0-2179,12-50,"Poland,United-States","<=50k,>50k"
166,23-52,"Local-gov,Private,Self-emp-inc",34987-42346,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,24-65,United-States,"<=50k,>50k"
167,18-64,"Local-gov,Private,Self-emp-not-inc",181054-183930,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0-2179,12-50,"Poland,United-States","<=50k,>50k"
168,23-44,"Local-gov,Private",114580-116358,"Assoc-acdm,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Tech-support,Transport-moving","Husband,Not-in-family,Own-child","Asian-Pac-Islander,White","Female,Male",0,0-1980,40-70,"Philippines,United-States","<=50k,>50k"
169,19-47,"Local-gov,Private,State-gov",507875-1033222,"11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-AF-spouse,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-3674,0,25-60,United-States,"<=50k,>50k"
170,25-59,"Local-gov,Private,State-gov",286370-289980,"7th-8th,Bachelors,HS-grad,Masters,Some-college",4-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0,0,35-45,"Mexico,United-States","<=50k,>50k"
171,18-64,"Federal-gov,Local-gov,Private",21174-29662,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Handlers-cleaners,Other-service,Sales","Husband,Own-child,Wife",White,"Female,Male",0,0,16-50,United-States,"<=50k,>50k"
172,18-56,"Private,Self-emp-inc,Self-emp-not-inc",302146-309974,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married,Separated","Adm-clerical,Farming-fishing,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,Black,White","Female,Male",0,0,20-60,"Cambodia,Laos,United-States","<=50k,>50k"
173,30-59,"Private,Self-emp-not-inc,State-gov",141297-146268,"Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Married-spouse-absent","Adm-clerical,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-7688,0-1380,35-42,"India,Taiwan,United-States","<=50k,>50k"
174,31-74,"Local-gov,Private,Self-emp-inc",96975-99928,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-15024,0,9-80,United-States,"<=50k,>50k"
175,28-59,"Private,Self-emp-inc,State-gov",108699-110978,"11th,Bachelors,Doctorate,HS-grad,Some-college",7-16,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Other,White","Female,Male",0,0,1-60,"Puerto-Rico,United-States","<=50k,>50k"
176,24-62,Private,155222-159841,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-5178,0,24-42,United-States,"<=50k,>50k"
177,24-62,Private,155222-159841,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-5178,0,24-42,United-States,"<=50k,>50k"
178,19-47,"Local-gov,Private,State-gov",507875-1033222,"11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-AF-spouse,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-3674,0,25-60,United-States,"<=50k,>50k"
179,23-47,"Private,Self-emp-not-inc,State-gov",117963-122272,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Protective-serv,Tech-support","Husband,Own-child,Unmarried,Wife",White,"Female,Male",0-7298,0,16-60,United-States,"<=50k,>50k"
180,31-66,"Federal-gov,Private,Self-emp-inc",127595-132178,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-7298,0,24-55,United-States,"<=50k,>50k"
181,23-49,"Local-gov,Private,Self-emp-inc",197202-198282,"5th-6th,Assoc-voc,Bachelors,HS-grad,Some-college",3-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Transport-moving","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0-15024,0,35-60,"Mexico,United-States","<=50k,>50k"
182,31-74,"Local-gov,Private,Self-emp-inc",96975-99928,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-15024,0,9-80,United-States,"<=50k,>50k"
183,23-90,"Federal-gov,Local-gov,Private",51744-56795,"9th,Assoc-voc,HS-grad,Masters,Prof-school",5-15,"Married-civ-spouse,Never-married,Widowed","Exec-managerial,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0-14084,0-2206,20-60,"Honduras,Puerto-Rico,United-States","<=50k,>50k"
184,18-77,"Local-gov,Private,Self-emp-not-inc",132601-140359,"11th,Bachelors,Doctorate,HS-grad,Masters,Preschool,Some-college",1-16,"Married-civ-spouse,Never-married,Separated","Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-7298,0,35-60,United-States,"<=50k,>50k"
185,20-50,"Private,Self-emp-not-inc",30653-34918,"Assoc-acdm,Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child,Wife","Other,White","Female,Male",0-2407,0,15-98,"Germany,United-States",<=50k
186,22-45,Private,377869-399087,"11th,5th-6th,Bachelors,HS-grad,Masters,Some-college",3-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Wife","Black,White","Female,Male",0-4064,0-1876,25-40,"Mexico,United-States",<=50k
187,25-58,"Federal-gov,Local-gov,Private,Self-emp-inc",254202-259323,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Asian-Pac-Islander,Black,White","Female,Male",0,0-1408,20-75,"Thailand,United-States","<=50k,>50k"
188,25-58,"Federal-gov,Local-gov,Private,Self-emp-inc",254202-259323,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Asian-Pac-Islander,Black,White","Female,Male",0,0-1408,20-75,"Thailand,United-States","<=50k,>50k"
189,24-67,"Private,State-gov",43323-51618,"Assoc-voc,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-14084,0-1762,24-50,United-States,"<=50k,>50k"
190,18-77,"Local-gov,Private,Self-emp-not-inc",132601-140359,"11th,Bachelors,Doctorate,HS-grad,Masters,Preschool,Some-college",1-16,"Married-civ-spouse,Never-married,Separated","Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-7298,0,35-60,United-States,"<=50k,>50k"
191,31-66,"Federal-gov,Private,Self-emp-inc",127595-132178,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-7298,0,24-55,United-States,"<=50k,>50k"
192,23-52,"Local-gov,Private,Self-emp-inc",34987-42346,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,24-65,United-States,"<=50k,>50k"
193,17-58,"Private,Self-emp-inc,Self-emp-not-inc",209642-213921,"9th,Bachelors,HS-grad,Some-college",5-13,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife","Black,White","Female,Male",0-15024,0,6-45,"Mexico,United-States","<=50k,>50k"
194,17-61,"Private,Self-emp-inc,State-gov",65324-71195,"11th,Assoc-acdm,Bachelors,HS-grad,Masters,Prof-school",7-15,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Prof-specialty,Sales","Husband,Not-in-family,Own-child",White,"Female,Male",0,0,12-60,United-States,"<=50k,>50k"
195,27-65,"Local-gov,Private,Self-emp-not-inc",159937-162298,"10th,11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-civ-spouse,Married-spouse-absent,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,Other,White","Female,Male",0,0-2415,6-70,"Jamaica,United-States","<=50k,>50k"
196,19-41,"Local-gov,Private",206399-209109,"12th,Assoc-acdm,HS-grad,Masters,Some-college",8-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0-1977,35-60,"Mexico,United-States","<=50k,>50k"
197,20-48,"Private,Self-emp-not-inc,State-gov",146538-153790,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Asian-Pac-Islander,White","Female,Male",0,0,25-50,United-States,"<=50k,>50k"
198,23-60,"Private,Self-emp-not-inc",81281-85815,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Prof-specialty,Sales","Husband,Not-in-family,Wife","Asian-Pac-Islander,White","Female,Male",0,0,13-40,United-States,"<=50k,>50k"
199,27-79,"Federal-gov,Local-gov,Private,Self-emp-inc",124191-126708,"7th-8th,HS-grad,Masters,Some-college",4-14,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct,Other-service,Prof-specialty","Husband,Not-in-family,Other-relative,Wife",White,"Female,Male",0,0-1980,20-60,"Iran,United-States","<=50k,>50k"
200,19-47,"Local-gov,Private,State-gov",507875-1033222,"11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-AF-spouse,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-3674,0,25-60,United-States,"<=50k,>50k"
201,19-75,"Private,Self-emp-inc,Self-emp-not-inc,State-gov",311512-317660,"Assoc-acdm,Assoc-voc,HS-grad,Some-college",9-12,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-7688,0,15-40,"Columbia,Mexico,United-States","<=50k,>50k"
202,18-64,"Local-gov,Private,Self-emp-not-inc",181054-183930,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0-2179,12-50,"Poland,United-States","<=50k,>50k"
203,28-59,"Private,Self-emp-inc,State-gov",108699-110978,"11th,Bachelors,Doctorate,HS-grad,Some-college",7-16,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Other,White","Female,Male",0,0,1-60,"Puerto-Rico,United-States","<=50k,>50k"
204,25-58,"Federal-gov,Local-gov,Private,Self-emp-inc",254202-259323,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Asian-Pac-Islander,Black,White","Female,Male",0,0-1408,20-75,"Thailand,United-States","<=50k,>50k"
205,23-49,"Local-gov,Private,Self-emp-inc",197202-198282,"5th-6th,Assoc-voc,Bachelors,HS-grad,Some-college",3-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Transport-moving","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0-15024,0,35-60,"Mexico,United-States","<=50k,>50k"
206,23-90,"Federal-gov,Local-gov,Private",51744-56795,"9th,Assoc-voc,HS-grad,Masters,Prof-school",5-15,"Married-civ-spouse,Never-married,Widowed","Exec-managerial,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0-14084,0-2206,20-60,"Honduras,Puerto-Rico,United-States","<=50k,>50k"
207,17-65,"Private,Self-emp-not-inc,State-gov",175024-176796,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-2176,0,18-45,United-States,<=50k
208,18-77,"Local-gov,Private,Self-emp-not-inc",132601-140359,"11th,Bachelors,Doctorate,HS-grad,Masters,Preschool,Some-college",1-16,"Married-civ-spouse,Never-married,Separated","Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-7298,0,35-60,United-States,"<=50k,>50k"
209,17-60,"Local-gov,Private",242606-248344,"11th,7th-8th,HS-grad,Some-college",4-10,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,12-56,"Mexico,United-States","<=50k,>50k"
210,19-66,"Local-gov,Private,Self-emp-not-inc",163003-169469,"7th-8th,Assoc-voc,Bachelors,HS-grad",4-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Asian-Pac-Islander,Other,White","Female,Male",0-1409,0-2179,35-80,"Philippines,Puerto-Rico,United-States",<=50k
211,19-75,"Private,Self-emp-inc,Self-emp-not-inc,State-gov",311512-317660,"Assoc-acdm,Assoc-voc,HS-grad,Some-college",9-12,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-7688,0,15-40,"Columbia,Mexico,United-States","<=50k,>50k"
212,17-65,"Private,Self-emp-not-inc,State-gov",175024-176796,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-2176,0,18-45,United-States,<=50k
213,19-47,"Local-gov,Private,State-gov",507875-1033222,"11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-AF-spouse,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-3674,0,25-60,United-States,"<=50k,>50k"
214,31-66,"Federal-gov,Private,Self-emp-inc",127595-132178,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-7298,0,24-55,United-States,"<=50k,>50k"
215,24-62,Private,155222-159841,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-5178,0,24-42,United-States,"<=50k,>50k"
216,28-59,"Private,Self-emp-inc,State-gov",108699-110978,"11th,Bachelors,Doctorate,HS-grad,Some-college",7-16,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Other,White","Female,Male",0,0,1-60,"Puerto-Rico,United-States","<=50k,>50k"
217,28-63,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc,State-gov",72887-80914,"9th,Assoc-voc,Bachelors,HS-grad,Masters,Prof-school",5-15,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Machine-op-inspct,Prof-specialty","Husband,Not-in-family,Own-child,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-2174,0,30-55,"Germany,United-States","<=50k,>50k"
218,17-62,"Private,Self-emp-not-inc,State-gov",268700-278130,"5th-6th,Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters",3-14,"Married-civ-spouse,Never-married,Separated","Craft-repair,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Other-relative,Own-child",White,Male,0,0,40-50,"Cuba,Mexico,United-States","<=50k,>50k"
219,24-59,"Local-gov,Private,Self-emp-not-inc,State-gov",169846-172579,"10th,Assoc-acdm,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married,Separated,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Tech-support","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-7298,0,20-40,"England,United-States","<=50k,>50k"
220,30-58,Private,177905-180980,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0-1741,20-58,"France,Iran,United-States","<=50k,>50k"
221,23-44,"Local-gov,Private",114580-116358,"Assoc-acdm,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Tech-support,Transport-moving","Husband,Not-in-family,Own-child","Asian-Pac-Islander,White","Female,Male",0,0-1980,40-70,"Philippines,United-States","<=50k,>50k"
222,23-44,"Local-gov,Private",114580-116358,"Assoc-acdm,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Tech-support,Transport-moving","Husband,Not-in-family,Own-child","Asian-Pac-Islander,White","Female,Male",0,0-1980,40-70,"Philippines,United-States","<=50k,>50k"
223,20-53,"Local-gov,Private",343121-350845,"10th,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-14344,0,10-40,United-States,"<=50k,>50k"
224,21-50,"Private,Self-emp-not-inc",193884-197200,"11th,7th-8th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",4-12,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0-7688,0-1564,20-50,"Ecuador,United-States","<=50k,>50k"
